post_text,label
"I was worried. When I first found out I quit Zoloft cold turkey too and they made me go back on it, they told me that's the first thing they normally put pregnant women on.. like I said they watched over me and I had a lot more appointments but she came out happy and healthy!!",1
Eletric Shock Therapy.   It used to be popular till we finally got some effective drugs. You lose some of your memory when they do it.  I talked to patients who underwent it when I was considering it. I decided the risk was too great. Instead I flew from WA to CA to enter a hospital just for mental health. There are a ton of facilities for alcoholics and drug abusers and not enough for mental health.,1
I'm Biploar 2 & I wouldn't touch psych meds while I was pregnant or breastfeeding. I have a friend who is Bipolar 1 & she had to come off meds under Dr's supervision with every pregnancy & just risk the moods. She was advised to bottle feed in order to get back on her meds asap. Keep researching. These are serious meds.   ,1
"I'm taking 50mg of Zoloft but I tried my hardest and waited until I was in the middle of my 2nd trimester where all his major organs were developed already ..it was really hard during the time I was off all medications but for me the benefits outweighed the risks, sometimes it can do more damage if you are anxious and depressed 
Best of luck xx",1
Your not crazy at all infact you seem quite strong you no what's wrong and you want help to support you that's a strength my sweet you sound very much like me I have just got off pregabaling which makes my speech impaired n I can't hold a sentence at all n my friends and family look at me like I'm an idiot not thinking it's just the meds but if truth be told it's crippling me not having it right now I struggle every day waking up to crippling anxiety I swapped a med sertraline for esetalopram and it worked wonders but I'm struggling again just keep fighting for what you need n don't stop till you get it stay safe   ,1
You don't sound crazy at all. Don't worry about sounding crazy.,1
Do you suffer from an anxiety disorder? I ask because if it a social thing then just remember to breathe and believe that yourself is good enough. If you get panic attacks and such then u may want a low dose of an anxiety med but talk to your doctor about it if you have one and make sure not to mix with alcohol im always preached. I suffer from anxiety and take 1mg of klonopin (i believe thats a low dose) good luck,1
"Do everything you fear, even break the barriers",1
"I've recently come home from 2 weeks in a psych hospital. Not a nice one, but a Super-Max-type locked-down place with no. civil. rights.  You need it? you can't have it, cause somebody's figured out how to turn it into a weapon, or drugs. I have PTSD, Night Terrors, and Anxiey and Depression. They had to let me go before I was ready, because a woman was trying to kill me, and my pulse was so high, they were afraid I would have a stroke. Why didn't they put her in a locked room? Well, because SHE had a right to be there. So, I am home, withdrawing from Effexor. I only took it for 3 weeks, before the edema, hair loss, vision changes, heart rate changes, etc. till they believed me that it WAS killing me.",1
"Everyday, every hour is a struggle... Those who don't understand, won't unless they try and educate themselves on the illness. You think I, we, want to be this way? No. Manic depression, anxiety, bipolar 2, boarder line personality... Hell of a mixture. You don't understand, spend a hour in my shoes.",1
"I suffer from anxiety and depression, it's a everyday struggle to put on a fake smile! Pretend to be a little happy, so no one says 'wow she's a b:t($' bc most days that's how I feel like a grade a (b), bc im so done with people and their ways",1
"Most people ARE stupid. Most meople will NEVER get it, because they don't want to. They have their heads buried, because they are afraid.",1
Thanks for asking .. can't even describe   How intense my depression and anxiety and self hate is.. so very very strong .. very overwhelming .. still feel suicidal and hopeless. Still feel like giving up... no matter how I try things won't get better.. I feel like no one understands .. I can't be strong forever.. the pain hurt and sadness and sorrow and despair is  so much to handle .. unfortunately I have not had any improvement in how I feel.. I wish I did.. thanks a lot for checking in. It means a lot that someone cares,1
It's definitely a struggle that other ppl will never understand,1
It's a battle I fight daily.  And people that don't have these disorders can't really understand.  It's a very scary and lonely place to be.,1
"I'm fearful of a super-low, next.  Oh, the joys of this disorder!",1
"I wish people would take the time to learn about mental health. If you have cancer everyone will help you, and understand your problem. Learn about it and talk about it. There is nothing to be ashamed of. I will pray for everyone who is affected by this.",1
"living with bipolar,anxiety and panic attacks",1
I can totally empathise it is heartbreaking seeing your child really struggling with life. The only advice I can offer is no matter what make sure your lecturer in son knows you love and support him and will be there for him no matter what which is easy to day but not always easy to do. My son went through extreme periods of aggression verbal and physical and said some incredibly  hurtful things which i really struggled with but I tried to remember it wasnt him. Things are much better now but I still look out for the tell tale signs. Its vital that  you have good support too.,1
"I have Bipolar, anxiety, depression, schizophrenia, and ADHD. I was diagnosed when I was 23 yrs old I'm 46 now. First idk who is saying smoke weed but grow up! Second go for a walk I believe that's the most relaxing and calming for me. No one is the same so try anything that takes your mind off things Idc what it is writing, drawing working gardening etc I think you get the idea. I actually went thru a period of my younger life idk how old you are but again everyone is different. Mine was severe anxiety and depression and the ADHD had a role also. If you're just starting these symptoms now but I doubt it because I knew at age of 9 or 10 something wasn't right. Whatever happens at Dr be honest that's the only way the doc can help. If meds are prescribed take them some take a couple weeks to kick in others take 3-4 wks. Also if u have bad reactions and are worse or a reaction happens immediately tell doc. I'm going to let you know you might not like this Dr and he/she might dope u up. I went thru literally up-to this day 32 Dr's. Took  7 years to get my right combo. It's going to-be tough but hang in there. To this day even with meds I still have episodes. Very far between tho. Meds aren't a cure they're a part of your coping skills. They are not, ARE NOT A CURE! When you find out what is actually going on do what you're supposed to do and keep doing it. This also important you can't be comfortable with the Dr get a new one you must be able to not be afraid to tell all. That Dr says no your ok time to get a new one. If that Dr says same maybe it's something hormonal.  Men get unbalanced also. Stay away from. Alcohol drugs etc. They aren't helping they'll make it worse. God bless you  and I know you'll find that inner peace. #LiveLoveLaugh",1
"Sue you're exactly right. This is why I say read up and get knowledge! Jay and Eric both need more knowledge on this. THC is a good pain releaver and is proven. Weed is proven to cause anxiety,  paranoia and depression get your facts correct and until you both show me evidence from a source stop giving advice obviously you both know nothing about!",1
No read about it and weed causes in some paranoia and anxiety. Stop saying this I'm not trying to be a ass but stop. Ty,1
See a psychiatrist and try to get to the core of your anxiety. She will probably want to see you regularly and prescribe anti anxiety meds.,1
"This is a symptom of anxiety, refer to ""the book"" DSM-5. Talk it over with your health professional.",1
OMG this has been happening to me too! My Dr thought it was part of the anxiety and then it got worse and I was diagnosed with esophagitis,1
"I have the same problem when I'm having an anxiety attack. I go through the motions of throwing up. Usually nothing comes up unless I just ate. I'm finally on Clonidine, Klonopin, and Atarax. Haven't had an episode since. I have felt like I was going to have an anxiety attack. I stave it off by lying down or talking myself through it or go to the bathroom and wait it out.",1
I also do the gagging and throwing up when I have anxiety I try to ground myself and think of the positive stop it you're in my thoughts and prayers hugs peace ✌️,1
I had an issue with gagging/dry heaving. I dont think it had to do with my anxiety though. I just had a habit of making sure I always ate in the morning before takin my meds (lithium) so it wouldnt hurt my stomach as the few times I did make that mistake it wasnt a fun morning for me. I think my body just kinda associated me not eating in the morning with my experience of takin meds without food and triggered a response even though I didnt actually take my meds. Never happens after I eat a good meal in the morning,1
could be meds or from anxiety. Try supplements that help calm like ashwaghanda,1
I have the same problems im thinking its worse when anxiety is high and meds im taking seraquel it seems to be making me sick with nausea and light headed and dizzyness gonna have the doctor take me off on the next appointment scared to just stop on my own and scared its somthing else wrong,1
I might just have to go in as a walk in which is a pain cause it takes a couple of hours atleast how long does the side affects last i cant handle too much longer need to find out if its the pill or scared its allergic reaction or some other illness,1
"I have the same problem in the morning I gag and feel sick to my stomach,  I wish I knew why, I mean is this part of anxiety?",1
"Wellbutrin is an upper, made my anxiety kick into overdrive too often. My bipolar is much more manic than depressive. Then the Valium throws your body back the other way. The body is constantly trying to find balance Bc those 2 drugs together pull the body different ways.",1
Good luck just make your future the best you can I no it's hard when you feel guilt from your past xxxx,1
Welbutrine gave me panic attacks but we are all wired different,1
Yikes!  A lot of anti anxiety meds!  I take Wellbutrin in morning. Be careful with Valium. Very addictive and dangerous. MY OPINION so talk to your doctor about it.❤️,1
Are all you guys mostly based in America - it's real hard getting medication off the drs here in England. He put me on sertraline (200mg daily - off the books) and all it does is stop the hysterical crying. I still have anxiety attacks. I still go into mad rages. Still have days where I just want to be a million miles away from everyone. Still have the crazy dreams. And I still have so much going on in life that I have to get through.,1
Ive been on 300mg lamictal for years and will never change from that. The only thing i found that worked for me was seroquel xr along with due to depression and anxiety. I use benedryl yo go to sleep every night. Im trying melatonin for something different. Lamictal at night also and that makes me groggy.,1
"My doctor used wellbutrin to bring me out of depression. Never for mania. In fact she watches my dosage carefully so mania isn't triggered. I'm bipolar one. I use to be on lamictal for awhile it worked well. I guess, every doc has their way of doing the meds. I just know if I get too much wellbutrin I become jiddery and anxious. Good luck",1
"I'm on 300mg of Wellbutrin, 300 trazadone, 20mg-3 times a day of buspar, 1200mg of lithium, 4 mg of proxasin( can't spell) so I honestly don't know what's working on what's not. I'm a recovering drug addict/alcoholic so I can't take narcotics anymore. I have cycothymia, ptsd, add, generalized anxiety disorder. I feel like I'm on too much shit. But everyone is different and how they respond to meds. It's hard to really get advice on that topic. I hope Wellbutrin helps you. Going thru med changes and have mental health issues and dealing with the mental health world is shitty if you ask me. I'm just trying to make it in life and keep fighting.",1
"Oh bless you! I'm also a recovering alcoholic and drug addict.  No benzodiazepines for sure. I too had to be weaned off Xanax but like you not until I was well enough from alcohol. I've been on many combinations of meds and the last 4 years the right ones for me. I'm Bipolar, major depression, catastrophic anxiety, panicky etc. but sober for 6 years!!!!",1
I am also a recovering alcoholic I have been on xanax for 23 years at this point only 8 weeks sober he does not want me to detox off this drug just yet I am also bi polar 2 PTSD anxiety,1
"My history is very similar to yours. The disease damaged your ability to manage your life properly, not you per say. I was told I am grieving the loss of who I was before this disease took hold. I also take and anti seizure med, Tegretol, which had helped immensely. However, I am also on valium for anxiety and sleep. I also take Ambien for sleep. This med is the one that truly made a difference. I have been on Wellbutrin and Buspar and sadly, really never helped. Everyone needs their own specific ""cocktail"" to be effective. I wish you all the best. ""If you find yourself in hell, keep going""~Winston Churchill. This quote has helped me  laugh and to keep moving forward. I wish the same for you!❣️",1
The only advice I have is watch for mania since you have just been manic. Antidepressants can cause mania. I'm on wellbutrin 300mg and it works well for me but I'm bp2. I also take Buspar 10mg three times a day for anxiety. And in the past I have been on Lamictal.,1
"It's very dangerous to discuss medication with people who are not professionals, but my two cents is that Wellbutrin is either heaven or hell. For me it was hell, it gave me these episodes where it felt like my entire body was buzzing and crawling with ants or something and I couldn't sit still. It was horrible, but I have many customers for who it works very very well too",1
I don't want to sleep . See I got PTSD bi polar 1 severe anxiety severe depression.  For sleep im stuck sleep brings nightmares n night terrors when im awake I have flashbacks so im double fucked . Then  bi polar n anxiety n depression hits so thats a double wammy . No wonder theres times i just want to end it all but i keep fighting second by second .So I can do it all over again to see another day . To start it all over again ...,1
"This .. when you're scared to close your eyes at night .. and when you open them the next morning you think 'oh shit, not again'.",1
"It can be so hard.  As the other post suggested, they can't be pushed.  Recovery from anxiety or depression can feel so painfully slow for the sufferer and those close to them.  I was in a similar position with a son the same age.  The most important thing I learned is for them is to know they can rely on you 100% not to push them too far, too fast, not to falter, not to give up and to be there.  Others come and go, some don't understand, this is where the loneliness can come in for them when they feel they are different, not coping or when their friends don't have time for them.  When they feel they can t control the mental illness, when it doesn't make sense, when it takes over and they can't see it getting any better, the one person they usually need to count on is their mum.  Even though they are a young adult, they are still young, still vulnerable and still needing a huge amount of support.
Gentle encouragement to move forward of course is necessary, but it has really to be governed by them, at the pace they feel comfortable with, hopefully small achievable steps will lead on to more.  Every achievement, however small it might seem to others will hopefully spur them on, drawing on past evidence to help them see they are doing well, they are moving forward.
One particularly bad time with us was the eve of a big school trip early this year, the first one in the whole of his schooling he felt able to go on.  At the last minute he couldn't go, it was too big for him.  I tried everything in my power to convince him to go. I thought it was time to throw in the towel, I thought if he couldn't do that, he d never be able to do anything.  He just said mum, I need you to understand, if I haven't got you on my side. I've got nothing, it is just too big to do at this time, please don't make me.
I quickly learned an important lesson.  At this point in his life it was too much for him to cope with, he explained it didn't mean that sometime in the future he might feel strong enough.  He's gone on to secure a job recently which was beyond my wildest dreams, I never thought it possible to overcome the anxiety of an interview. Anything is possible, but of course it's not easy, mental illness is debilitating sometimes, it's heartbreaking to see a loved one go through it, we can feel so powerless when as a parent we want to fix and protect, the hardest thing is we can't always do that.
Best wishes and good luck x
Apologies, some of the punctuation on my iPad won't work...",1
"Marilyn Corrado sorry hun, didn't mean to upset you, but I also understand how emotional it all is and how big a toll it takes on us all.  Your son sounds as though he has the best parents, all we can do is try our best, they will always know how much you have helped them.  We put our heart and soul into supporting our children, regardless of age and yes as you say it can feel such a solitary journey sometimes, but I'm sure as a family you are a strong unit and I'm sure you will all do your utmost to ensure he has a happy future, stay strong, hold on to your dreams x
Thank you for your kind words too, I'll walk over hot coals for my children, the other one is profoundly deaf so they both still need a huge amount of support, but we ll soldier on, take good care of yourself too, that's so important x",1
"My husband had a very hard time excepting it, we saw our other two sons thrive in life, one has his PHD and the other is a comic (who suffers from depression and anxiety but still can deal with it).  After years of counseling his therapist said to home school him, my husband said each day when we drove him to school was like taking him to a funeral.  He wanted so bad for him to be normal.  Our son from day one was different from the other two.  Do I want him to be normal, yes, do I want him to be happy, yes, do we all still have hope, yes?  But for now it is what it is and one day I hope there is a great advancement in drugs or treatment.  He is a wonderful, caring young man and is willing to be a guinea pig, he wants to get better, he hopes he will get better.  But for now we just wait and live this way.  God bless.",1
"Some heavy pain you are carrying there. I'm going to try and respond to the aspects you've mentioned as best as I can. Firstly, I don't think anybody here will ever say they know what you are going through. We all know that every person's condition is different, we might have similar diagnosis but how that condition affects you is not how it affects me. Friends and family who say this are most likely only trying to be there for you. Sadly it can feel as an insult but there is nothing you can do about other people. With regards to your people pleasing behaviour, well I've found that most of those suffering from a mental condition are in fact always people pleasers. We give unconditionally to the point where it drains us. It's hard to focus only on yourself because you don't want to feel selfish. Take it from a person who used to be a doormat, look after yourself and if you have time and energy you can see if you can help others. Lonely wanderer, well I think it sums up many of us here. Our conditions trap us in our minds and it's a lonely place. Personally I have no friends either, this is by choice as I have certain expectations from anybody who wants to be in my close circle. I don't trust easily, due to the once bitten twice shy syndrome. Does it bother me? Not in the least. Faith and belief, yeah well what can I say. For some it works, personally I want to vomit in my mouth when people tell me to pray etc. I've seen and experienced too much in my life to believe in anything that cannot be proven. Suicidal thoughts, at are worst we all have to deal with them. How you do that is up to you, does it matter that others don't appreciate you dealing with it on your own? Hell no. If it works for you then they can go fly a kite. Do people care about your pain? Maybe, but at the end of the day most people are selfish and care about their own issues only.  We all get tired of fighting this endless battle, in fact I have been stable for 4 years, yet after almost dying last month, coming home to the same shit, I actually wished I never survived. Does it make me weak? No, the fact that I'm still here means that I'm a tougher cookie than most people. Anyhoo, I know I can't take the pain and frustration away from you, but I hope that you will be able to see that even though we are all alone essentially, we are also surrounded by millions who are fighting alongside us to survive through their pain.",1
Why take yourself off meds. Not every manic episode is a fun . You will crash and get sicker. Don't risk feeling stable,1
"I know how u feel. I feel like my meds are controlling my mania but because of that I'm just in a mildly depressed state all the time :( I hate it. I'm so tired and unmotivated :( the problem is I go super paranoid and have to be hospitalized when the mania goes too far. But yeah I would rather be manic than depressed any day. The challenge is to find that healthy middle they call ""normal"". Good luck. Congrats on getting back to work :) but please don't go off your meds. Keep working with your doctor and get counseling",1
"CBD has powerful anti-anxiety properties. Administered acutely (“as needed”), it appears safe, well-tolerated, and may be beneficial to treat a number of anxiety-related disorders, including:
Panic disorder
Obsessive Compulsive Disorder (OCD)
Social phobia
Post-Traumatic Stress Disorder (PTSD)
Generalized Anxiety Disorder (GAD)
Mild to moderate depression
Private message me for more info information ❤  ❤",1
"I miss the manic too X I just feel the same every day. I never get overexcited anymore but coming down from the high is something I don't miss but don't come off your meds your doc knows their stuff. I also have anxiety and stress well depression, insomnia but I'm agoraphobic now too so I'm housebound 24/7. Enjoy your new job and yes stay off the caffeine lol X",1
"You need to express how you feel to someone you trust, let all that anger, sadness etc out! With anxiety do some exercise I used to do this breathing technique when I had anxiety and it helped me out so much. Just take deep breaths in and out, until you feel very relaxed. It helps a lot I haven't had anxiety for a long time(: Depression was very hard for me I basically went through depression my whole life because of my parents. Go for long walks, do all the things you love to do like sports, or hobbies. I hope this works out for you. Also know what triggers your anxiety so you can control them! If you ever get anxiety attacks do the breathing techniques!!! Try to get it off your mind, don't get frustrated if it doesn't work the first couple times I promise it will! Don't go get therapy, I did it and they don't even do anything. They are just there to hear and that's it",1
Don't stop ur meds you will go into a scary tail spin. I know because I've done it b4. Best wishes,1
"Even after years of dealing with depression, most the time I don't realize my sleeping habits are an indication of depression. I don't purposely do it. I just end up sleeping --- a lot. For example, I thought I was over my recent bout, and now I've done nothing but sleep for 3 days in a row. Honestly when I go through these phases for a week or so I just tell myself ""I'm catching up in sleep"". The good thing is, it's better then the flat out misery of staying awake through it during the day and dealing with it. I'd much rather deal with this sort of depression. At least I don't have to deal with any issues for a few days - a week. U like most people my cycles are so insane I still don't recognize where I'm at most the time, as I just try to discount my symptoms. Which I have gotten much better at. The bad side is I get to where I tell myself I can go back to work for a few days a month. Make plans to do so, then this shit starts back up. Unlike most people I'm the opposite. Summer months are worse for me then winter months. Still rapid cycle through both, but more ups then down winter months. Glad these posts show up on my timeline. I don't respond often but it seems helpful ones show up at least once a month ..",1
"This is our new normal.
Float out in good time.
Remember when you are down you can only remember the bad things.
When you are up and normal you only remember the normal times.
Try not to get into mania's.
Look into people's eyes and if they are looking horrified at your grandiose pressured speech, give them some space.
Seroquel is good to prevent mania's.
Cut your credit cards up to prevent spending sprees in mania's 
And sort your money out that the rent and all costs are automatically paid each week with what is left over being accessible to spend.",1
"Oh wow.  Thank you so much Kathy Lilly for your encouragement.  Im once again having to switch doctors my mine closed their practice. Sometimes I feel that my PCP does not take me seriously.  They have pushed me to another psychiatrist but my insurance doesn't cover in my area, so now I have to worry about paying out of pocket.  Its just crazy and I feel that there is no end to this.  My panic attacks had started getting better but now they are full blown again.  I dont understand this, ive always been very intelligent, outgoing and articular and now I dont feel it anymore. I watched my mother suffer from mental disorders and i always vowed that i would not let my children see me go through something that like.  but the damn cycle continues.",1
"Well, my dear, you are not alone!  I have them all myself and often feel like a juggling act!   All my kids and Grandkids are grown, so I don't have to worry about little ones.  I hate the manic state of the bi-polar depression.  Sometimes, I am there for a couple weeks. I have been on mood stabilizers for a while now.  My Dr. Increased my dose  by 25 mg.   I could tell the difference within a week. It is called lamactil.  Stopped the hamster wheel in my brain.   Was having horrible panic attacks.  So it helped that, as well.    I would go from 1 extreme to another..  so maybe talk to your Dr. Or Psychiatrist!  I take a lot of other meds. Relating to my other illneses.  Had brain surgery and life has never been the same.  But know you are not alone out there my friend.",1
I need some help my son has depression and anxiety and I really try to find him a good sleeping meds because he's didt sleep can evenone help,1
Do you like animals they can really help if they get the up most trust with in you dogs and cats can tell when your upset. If your in a apartment fed law prevents them from charging you or discrimination. Also volunteer can help,1
"I try not to allow ""emphasis on try"" what others say or think about me because they are not contributing to my well being. I have heard it all. I just go on with my life, my struggle & try to take one day at a time. It is however unbelievable that there is still so much stigma still. I really believe it's more of a lack of empathy problem in our society.",1
"Yes as someone struggling for years with untreated mental illness I agree that feeling like I have no purpose  is one of the worst feelings . I totally struggle with my self  hate depression, and anxiety suicidal thoughts self harm insecurities hopelessness worthlessness etc .. they all make me end up feeling so bad that I want to kill my self ..I feel like I have no meaning or purpose no reason to live . I totally get it. It all makes perfect sense ..I'm tired of  pretending to be strong .. ready to give up. I'm just saying your not alone . I feel this too",1
"My mother has had quite the battle over the years struggling to find the right diagnosis and medications to help with them. She lost my father and all five of her kids when we were growing up ( she also partook in drugs/alcohol so that didnt help matters).. Now I'm 29, and for the last decade or so I've been able to have a good relationship with her, and she's a phenomenal grandmother to my boys. She tried to take.her life many times as well in the past, and much like yourself she was always saved (and sometimes just barely). I guess the point of all of this is to just let you know that it does get better. You can't take away the past and any mistakes you've made, but you DO have the option for a brighter future! Don't give up, please. Your daughter still needs you no matter how old she may be right now, and I'm sure there are many who love you despite your trials. Let the medicine help and find your voice with your doctors if they don't. 
You've got this    feel free to PM me if you ever want me to share more ❤",1
"Medication is trial and error and takes a bit to work out but once you get it and it's good life is so much better. Hang in there and keep fighting. I lost my husband and almost lost my son due to my Bipolar, depression, and anxiety. It has taken years, months, days and lot's of fighting but I did it. So can you. You've got this!",1
"No one told life would be easy, but I know how you feel, struggling your way back in is the hardest thing to do since you don't have any track of yourself anymore. Let's try our best to keep going in this cruel world, We're all here for you   ",1
It's all new too me and I struggle as well. I try using comedy movies to distract.,1
I also suffer from depression and anxiety and have suicidal thoughts and images sometimes daily. I have tried to accept it is a part of me but I still have good days and bad days..,1
I have both as well. It really is shitty. The doctors are right. That's how we're wired. Start a journal and each day keep track of your moods any suicidal ideation. If you become obsessed with this go to hospital immediately,1
Doctors are so full of shit its unbelievable. They cant even dispence the right medicine. Get away from those negative quacks u are a hell of a lot better and sarter than they are. Listen to your heart not your mind. I know Ive been there and I hate it when all those thoughts come into my mind. I shake it off breath deep and think of positive stuff. It helps a lot than shitty doctors.,1
"I have both bpd and bipolar disorder 1 with psychotic features, ptsd and ga. I have struggled hard with suicidal ideation. My psychiatrist has never told me I will always have those thoughts. The last time I had a bad depression I was on the verge of becoming homeless, I fought suicidal ideation for two months straight. I even wrote a suicide note. When I told my psychiatrist, he didn't even bat an eye. No med adjustment. I had gotten through the crisis myself without going to hospital. The thing is, I completely was suicidal and it all hedged on if I could find a place to live or not. I am disabled. It was January. I had just lost my van in the summer and was not moving by choice. I have pets, a mobility scooter and my son backed out of sharing a place with me at the last minute (I can't afford a place on my own. I live in the third most expensive place to rent a one bedroom in Canada) My daughter could only take me for two weeks or lose her rent subsidy and possibly get evicted so that was out. I had nowhere to go. I had been homeless before and I just didn't have the strength to do it again. To lose everything again and end up in a tiny room without my pets was just too much for me. I planned it. Of course the day I was to surrender my dog to a rescue I got the call that my now roommate and I were approved for a place. I had planned on not waking up the next morning. But I digress. Your Therapist said you will always have those thoughts. My psychiatrist never even addressed it. And no, I can't just get another doc. There's a doctor shortage here. People don't have doctors and are going to walk in clinics and the hospital because they have no doctor. I don't think I'll ever get past having those thoughts. I just hope I never act on them. This January was the closest I've been in several years to it.",1
It does happen.with bipolar one you are more dangerous to yourself and could end up badly hurting yourself .with bipolar two it's more self harm.but with medication and alot of positive thoughts you can cope.just tell yourself when you in a bad situation this is my sickness .tomorrow I will wake up and feel better.its a roller coaster our ability to cope.but as any sickness we have to learn to cope and be strong.be good to yourself. Find things u enjoy .don't worry about the past and what hurt you or broke you .Just live each day as it comes and it will get better,1
"I used to suffer multiple suicidal thoughts every single day for over 30years, and sometimes I would act on them.
I am also borderline and bipolar, with ADHD.
Since being on seroquel (quetiapine), I can go months without the thoughts, and when I do get them they are only fleeting.
It has been pure bliss not having that daily struggle.
I still hate me, but seroquel has been a godsend for alleviating those thoughts.
I also started lithium 4 months ago to help alleviate the ups n downs of bipolar....so far so good.",1
I think it's a very hard thing to hear but it's the truth ... I'm not bipolar but I do struggle with intense depression and anxiety . I struggle daily with suicidal thoughts and  wanting to cut myself .. but at least a professional is telling u it's normal instead of making you seem crasy like everyone makes me feel insane or dramatic. I would love to find someone who will take me seriously and understand my pain hurt sadness despair and sorrow .im very very suicidal but no one makes me feel ok about it,1
"My counselor said that I am border personality. Threw me for a loop. By umpteenth yrs, of being told I am bipolar, with anxiety tendency. When I was told I was bordline personality. With agroaphoic",1
"Seems a bit harsh to tell you you'll always have them. They may be part of who you are now, but mental illness is a journey and you may experience changes for the better with practice and time. That said, emotions are never wrong, they just are. All you can do is choose whether or not you encourage a feeling by dwelling on it, or choose to  reevaluate your thought process and try to gain a different perspective. Suicidal thoughts are a reaction to difficult and painful feelings: you have the power to change how you react to your feelings even if you can't directly change the feeling itself. Your mind is plastic and regenerative. Thought patterns can become habitual, but habits can be relearned.",1
"It's the harsh truth. For some people it makes the fight easier. For others, not so much. If your therapist is a good one, they told you for a reason. For me personally, knowing it's just a part of my brain and not a part of who I am as a person was extremely helpful. I know when to reach out, when it gets too difficult to handle myself. Because I will always have them. And that's okay. Better to learn how to handle it rather than making it a constant struggle to fix it.",1
"To be honest, I would be relieved to hear this from a professional. Every time I have been open about these thoughts being my default, I wake up with a hefty hospital bill. I don't have any plans, it's just a part of my life that I deal with. I can't tell you that you'll always have these thoughts because I am not here to play armchair psychologist but maybe the finality of what the doctors are saying is disturbing to some. Dealing with bipolar and borderline is tough. It's work. Every single day of your life, you are fighting. I know I am. Some days, it exhausts me so much that these thoughts resurface at the forefront of my mind but once again, as long as I don't have a plan, they're not a cause for alarm to ME, personally.",1
"Kristi Dietz Thank you so much for this comment. We are not alone in this struggle. Bipolar disorder never gives me a rest and I think you put it best when you described how all it's ""a daily, exhausting struggle talking yourself down or up all day long."" We're planners through and through, haha.",1
"I agree with you. Instant inpatient. It's almost like my suicide ideation are one of my ""coping skills"" when shit gets super hard. I have had them for 30 years. Sometimes I  start to conjure up a plan but I also have a plan in place to stop planning. I'm very organized in my planning. Lol but not really lol. It is a daily, exhausting, struggle talking yourself down or up all day long. Sometimes you just feel like ugh this is ridiculous and you Yearn for peace and rest.... how I perceive these ""ideations"" I just get sick of the fight. I am tired. Where's my easy button bc meds just take the edge off. I would like pretty please and easy carefree day filled with magical mermaids and sweet tarts    l",1
"True, but chances are higher if it's always on the forefront of one's mind. Mine was like that. I hit one stressful situation and attempted suicide. I'm still so close to doing it again, and it feels like I get even closer with each passing day. I just want the thoughts to stop.",1
I am tired. I love my kids I love my grandkids but I'm tired tired of fighting it's a losing battle everyday is a struggle scared who you going to piss off scared to open your mouth scared of what somebody might say about you it's a losing battle I'm so tired of it all,1
"My mania is not enjoyable it's anger, irritability a nd feeling like I'm just gonna completely go over the edge! It's so horrible any body else experienced this?",1
"I love it until I get irritable, if I didn't have kids I wouldn't be on meds",1
"I hope to have manic episodes because it makes me very active, not need so much sleep and more obsessive (as in cleaning). I miss those episodes. Wish I knew how to trigger mine",1
"I usually enjoy my manic phases during them. I'm more social, energetic and productive but afterwards I  tend to be self conscious and anxious about the things I  may have said or did.",1
"Just came off of a 6 week episode of mania or hypomania, whatever it is! 
I LOVE it for all the same reasons we all do, but know I cannot keep up with it all forever, but sure wish I could! No fear of the world at all...
Then I start to get irritated by everything under the sun & then the ugly depression comes. I have many more episodes of depression than mania and would give anything for it to be reversed.",1
"I would always much rather be manic than depressive. But when I'm manic I'm very irritable and honestly just a bitch, but I'm trying my best to calmly tell myself I'm over reacting.",1
"Manic,depressed, paranoia, psychosis, I hate all of it. Doctor visits, therapists 1:1, partial hospitalizations, hospitalizations, med changes, provider changes, costs for treatment and meds, loss of all relationships, isolation, weight changes, insomnia, nonfunctional, wrong diagnosis, dual diagnoses...I'm on the damn Good Ship Lollipop.",1
"I enjoy that I feel more motivated and less numb... but I also dread my more manic times because I make split second decisions and am often irrational and compulsive, which has gotten me into trouble before.",1
"I like it but the irritability bothers me some and the cockyness of me not caring what my decisions do to my family bothers me, but not enough to stop me doing it. I live at the bottom of the wave so much that surfing the top right now I just want to ride and let loose. I know I'll crash bit until then surfs up.",1
"Nope. As much time as people like us spend self-loathing and wallowing in mental and emotional misery, it's nice to let loose and just do our own thing when our shitty-bo-gitty brains let us",1
"I enjoy mine, but it also scares the crap out of me especially knowing the crash is coming fast. I between the times I don't sleep, have great ideas, get things done that have been looming for a long time, I am also very defensive, more combative, and easily irritated and willing to act irrationally or run away",1
Love the productive and creative side of mania . Hate the irritability and conflict that it brings though.,1
I take Seroquel to stop the mania's and lagactil which is an old drug. Epilim is better than lithium as it does not strain the kidneys.,1
"After reading this Ian like this but my doc say I only have anxiety and depression ,I have highs  and think nothing of doing anything and feel fab then the low when I dont want  to speak to anyone and shut myself away ,I get in trouble at work and  beacuse   I do I think people are talking about me",1
That is pretty universal for at least part of the experience.  After a while being out of control can be very terrifying.,1
Mania is ok until I end up completely paranoid and psychotic..hearing voices and seeing things are not welcome additions to my mania,1
"I don't, because while at times it makes me feel confident and fantastic-  at  other times it makes me quite agitated and irritable and I can be hurtful when I am that type of manic.",1
Usually when I am manic is when I go into spiralling uncontrollable rages too. Not one thing fun about that either.,1
